actual,risk_score,decision
0,0.0010998291,approve
0,0.026057394,approve
0,0.0006469853,approve
0,0.62277484,approve
0,0.013515202,approve
0,0.023131711,approve
0,0.17812595,approve
0,0.06576708,approve
0,0.0037454597,approve
0,0.026733106,approve
0,0.84447664,decline
0,0.20523098,approve
0,0.013145776,approve
0,0.117981486,approve
0,0.08795213,approve
0,0.58882517,approve
0,0.04029505,approve
0,0.01641246,approve
0,0.05584079,approve
0,0.9590489,decline
0,0.0032223633,approve
0,0.00089351495,approve
0,0.002342252,approve
0,0.9305745,decline
0,0.0018875756,approve
0,0.008041144,approve
0,0.06177867,approve
0,0.010528172,approve
0,0.012689994,approve
1,0.9996698,decline
0,0.003251422,approve
0,0.0064004967,approve
0,0.0020237158,approve
0,0.9831418,decline
0,0.0073455484,approve
0,0.00029113126,approve
0,0.63210624,approve
0,0.20941414,approve
0,0.95202583,decline
0,0.19980724,approve
0,0.3278122,approve
0,0.025173996,approve
0,0.1478297,approve
0,0.0115915695,approve
0,0.019221256,approve
0,0.004778575,approve
0,0.001223947,approve
0,0.17154148,approve
0,0.0011847346,approve
0,0.0025160678,approve
0,0.0023529823,approve
0,0.0015677313,approve
0,0.7071366,approve
0,0.04664914,approve
0,0.07541006,approve
0,0.034029014,approve
0,0.10219016,approve
0,0.0011383638,approve
0,0.104427315,approve
0,0.007767424,approve
0,0.23976308,approve
0,0.0026139664,approve
0,0.60951644,approve
0,0.00097378495,approve
0,0.0016317152,approve
0,0.0014392869,approve
0,0.3876011,approve
0,0.12878045,approve
0,0.058430508,approve
0,0.006295323,approve
0,0.013947051,approve
0,0.16986346,approve
0,0.9599002,decline
0,0.20949341,approve
0,0.9138782,decline
0,0.6281917,approve
0,0.98264724,decline
0,0.006956123,approve
0,0.010399644,approve
0,0.06164157,approve
0,0.35592285,approve
0,0.0002469038,approve
0,0.33361596,approve
0,0.6261484,approve
0,0.0025733917,approve
0,0.00039869986,approve
0,0.031219393,approve
0,0.0004888647,approve
0,0.009772569,approve
0,0.059344344,approve
0,0.08654456,approve
0,0.97661996,decline
0,0.003924413,approve
0,0.0077528697,approve
0,0.1348106,approve
0,0.039587047,approve
0,0.028802434,approve
0,0.04506213,approve
0,0.001758545,approve
0,0.16546008,approve
0,0.0054990607,approve
0,0.004663958,approve
0,0.0006757125,approve
0,0.0161135,approve
0,0.009334564,approve
0,0.14365852,approve
0,0.018287713,approve
0,0.09736083,approve
0,0.0025174518,approve
0,0.0041515003,approve
0,0.002455983,approve
0,0.006480206,approve
0,0.9878554,decline
0,0.48794886,approve
0,0.00021698118,approve
0,0.06471702,approve
0,0.0059268624,approve
0,0.09221883,approve
0,0.010983674,approve
0,0.016954605,approve
0,0.027866244,approve
0,0.010569417,approve
0,0.028920073,approve
0,0.09656058,approve
0,0.040165734,approve
0,0.9026391,decline
0,0.45942038,approve
0,0.00843256,approve
0,0.23534825,approve
0,0.014761069,approve
0,0.04179764,approve
0,0.14631143,approve
0,0.9816018,decline
0,0.0037066347,approve
0,0.008563463,approve
0,0.7029869,approve
0,0.002805299,approve
0,0.75659585,approve
0,0.0036556218,approve
0,0.0026973074,approve
0,0.004548458,approve
0,0.94796944,decline
0,0.048171215,approve
0,0.020161802,approve
0,0.5689361,approve
0,0.00243472,approve
0,0.16569808,approve
0,0.6685467,approve
0,0.14059685,approve
0,0.009077631,approve
0,0.96775836,decline
0,0.0009952296,approve
0,0.0016549092,approve
0,0.01222733,approve
0,0.059500776,approve
0,0.13465181,approve
0,0.7171941,approve
0,0.009070184,approve
0,0.1958405,approve
0,0.37681422,approve
0,0.075123295,approve
0,0.0043212706,approve
0,0.0133860335,approve
0,0.18886669,approve
0,0.0066880593,approve
0,0.0049528177,approve
0,0.019168062,approve
0,0.15232687,approve
0,0.0049506584,approve
0,0.009705401,approve
0,0.16069858,approve
0,0.012322461,approve
0,0.000505001,approve
0,0.63215226,approve
0,0.012965712,approve
0,0.048343156,approve
0,0.3556388,approve
0,0.02614398,approve
0,0.6452129,approve
0,0.0135120675,approve
0,0.03721299,approve
0,0.17292963,approve
0,0.64545614,approve
0,0.8156772,decline
0,0.091823325,approve
0,0.19854845,approve
0,0.05584745,approve
0,0.04973901,approve
0,0.00024751638,approve
0,0.017607607,approve
0,0.6728354,approve
0,0.19575617,approve
0,0.03305715,approve
0,0.060174275,approve
0,0.006278453,approve
0,0.034795318,approve
0,0.0030217366,approve
0,0.39141473,approve
0,0.06617207,approve
0,0.0069770273,approve
0,0.49435073,approve
0,0.003707799,approve
0,0.017158108,approve
0,0.0028579389,approve
0,0.1817058,approve
0,0.012774254,approve
0,0.52467096,approve
0,0.010488152,approve
0,0.31092525,approve
0,0.02768425,approve
0,0.060609158,approve
0,0.0015267208,approve
0,0.057481177,approve
0,0.10767248,approve
0,0.91188926,decline
0,0.99728143,decline
0,0.9879134,decline
0,0.00031126532,approve
0,0.22378775,approve
0,0.0011752817,approve
0,0.0037956454,approve
0,0.8052877,decline
0,0.0055553326,approve
0,0.6935311,approve
0,0.35778838,approve
0,0.016031878,approve
0,0.07102124,approve
0,0.31033295,approve
0,0.06880206,approve
0,0.5278874,approve
0,0.7687053,approve
0,0.014396382,approve
0,0.0017592484,approve
0,0.04787631,approve
0,0.019011574,approve
0,0.02651129,approve
0,0.016136277,approve
0,0.64274406,approve
0,0.06577627,approve
0,0.47863933,approve
0,0.4405462,approve
0,0.38641894,approve
0,0.36392012,approve
0,0.08829232,approve
0,0.043262318,approve
0,0.020861559,approve
0,0.0040961946,approve
0,0.7111881,approve
0,0.5192333,approve
0,0.021411663,approve
0,0.13077569,approve
0,0.003062249,approve
0,0.026505547,approve
0,0.6322433,approve
0,0.0007262203,approve
0,0.0016253053,approve
0,0.022170603,approve
0,0.012801886,approve
0,0.6301576,approve
0,0.43063208,approve
0,0.98433316,decline
0,0.16328432,approve
0,0.009779031,approve
0,0.037900407,approve
0,0.08470392,approve
0,0.6011898,approve
0,0.14360063,approve
0,0.04906607,approve
0,0.07402745,approve
0,0.0015191626,approve
0,0.008766607,approve
0,0.05733129,approve
0,0.9499846,decline
0,0.73665696,approve
0,0.003486287,approve
0,0.43351582,approve
0,0.020859601,approve
0,0.1408737,approve
0,0.45230398,approve
0,0.60486203,approve
0,0.03788365,approve
0,0.0100778965,approve
0,0.06593483,approve
0,0.2734976,approve
0,0.014049889,approve
0,0.01463148,approve
0,0.018234463,approve
0,0.025830822,approve
0,0.79194915,approve
0,0.55609757,approve
0,0.18276504,approve
0,0.008064863,approve
0,0.09188452,approve
0,0.0346319,approve
0,0.062613204,approve
0,0.29162276,approve
0,0.0047955536,approve
0,0.0012677158,approve
0,0.112402074,approve
0,0.13224097,approve
0,0.0012836026,approve
0,0.09087757,approve
0,0.06258289,approve
0,0.099469826,approve
0,0.0063027306,approve
0,0.0009407247,approve
0,0.004672615,approve
0,0.005069295,approve
0,0.9580524,decline
0,0.45036697,approve
0,0.9823402,decline
0,0.24805626,approve
0,0.038261473,approve
0,0.33057383,approve
0,0.10345414,approve
0,0.005519925,approve
0,0.26489496,approve
0,0.99705124,decline
0,0.054812748,approve
0,0.06801289,approve
0,0.15824838,approve
0,0.22396554,approve
0,0.28185204,approve
0,0.082148395,approve
0,0.6838703,approve
0,0.0015237442,approve
0,0.023107737,approve
0,0.44895622,approve
0,0.9098927,decline
0,0.07347883,approve
0,0.9709897,decline
0,0.029400595,approve
0,0.7666909,approve
0,0.8619838,decline
0,0.021761846,approve
0,0.0112324,approve
0,0.20134477,approve
0,0.1061096,approve
0,0.11077011,approve
0,0.10349796,approve
0,0.026622502,approve
0,0.87735355,decline
0,0.00028759017,approve
0,0.035899933,approve
0,0.016616482,approve
0,0.036338158,approve
0,0.87877685,decline
0,0.009007084,approve
0,0.012364554,approve
0,0.8145008,decline
0,0.03697528,approve
0,0.0012161974,approve
0,0.74592847,approve
0,0.008589829,approve
0,0.97988474,decline
0,0.84995407,decline
0,0.0026889686,approve
0,0.032682758,approve
0,0.01485276,approve
0,0.12029843,approve
0,0.018505096,approve
0,0.20678137,approve
0,0.5141718,approve
0,0.00041824172,approve
0,0.017120924,approve
0,0.38584292,approve
0,0.0006406478,approve
0,0.002500104,approve
0,0.01275155,approve
0,0.0031079224,approve
0,0.019104315,approve
0,0.011420352,approve
0,0.028557258,approve
0,0.010596284,approve
0,0.044802662,approve
0,0.001909306,approve
0,0.049237154,approve
0,0.035770923,approve
0,0.9300169,decline
0,0.02081147,approve
0,0.0002628942,approve
0,0.019025782,approve
0,0.15109439,approve
0,0.0021905913,approve
0,0.0021230844,approve
0,0.016570108,approve
0,0.0016927826,approve
0,0.9962842,decline
0,0.014679952,approve
0,0.12091308,approve
0,0.09013807,approve
0,0.031246819,approve
0,0.0011178533,approve
0,0.021252915,approve
0,0.065764,approve
0,0.8235852,decline
0,0.029005688,approve
0,0.100238435,approve
0,0.49544746,approve
0,0.0025787838,approve
0,0.00054899784,approve
0,0.059787165,approve
0,0.0039124796,approve
0,0.029666014,approve
0,0.93196714,decline
0,0.08023805,approve
0,0.32821804,approve
0,0.00411121,approve
0,0.12040712,approve
0,0.0134956725,approve
0,0.48039564,approve
0,0.61330736,approve
0,0.85756254,decline
0,0.059083104,approve
0,0.04841306,approve
0,0.020283813,approve
0,0.064288855,approve
0,0.0039641093,approve
0,0.006785489,approve
0,0.1295225,approve
0,0.0017335626,approve
0,0.1501389,approve
0,0.0062039727,approve
0,0.68357223,approve
0,0.86183816,decline
0,0.17181475,approve
0,0.024406144,approve
0,0.20394795,approve
0,0.00050668616,approve
0,0.00069398625,approve
0,0.009650696,approve
0,0.03132744,approve
0,0.03998787,approve
0,0.83234555,decline
0,0.006037922,approve
0,0.013211024,approve
0,0.012454027,approve
0,0.07293715,approve
0,0.017738119,approve
0,0.002075965,approve
0,0.010376825,approve
0,0.08581037,approve
0,0.00043939365,approve
0,0.8682828,decline
0,0.0049987044,approve
0,0.60664743,approve
0,0.005486269,approve
0,0.0016637896,approve
0,0.9512357,decline
0,0.00883568,approve
0,0.0013365281,approve
0,0.043400005,approve
0,0.0011379773,approve
0,0.32520598,approve
0,0.10439198,approve
0,0.0025563233,approve
0,0.012811894,approve
0,0.022513019,approve
0,0.9072369,decline
0,0.047178976,approve
0,0.9798243,decline
0,0.0013820042,approve
0,0.00937886,approve
0,0.0063760444,approve
0,0.10434592,approve
0,0.06470505,approve
0,0.0024315075,approve
0,0.0036054302,approve
0,0.07326741,approve
0,0.0014675598,approve
0,0.016323512,approve
0,0.0018453705,approve
0,0.25987333,approve
0,0.15894814,approve
0,0.035841238,approve
0,0.008156696,approve
0,0.001542482,approve
0,0.0054270104,approve
0,0.0041375915,approve
0,0.0060702823,approve
0,0.054879475,approve
0,0.43149692,approve
0,0.109786116,approve
0,0.25555718,approve
0,0.049102828,approve
0,0.0073018693,approve
0,0.009437404,approve
0,0.0024786321,approve
0,0.83522624,decline
0,0.027238343,approve
0,0.16141464,approve
0,0.25422803,approve
0,0.013443449,approve
0,0.042246893,approve
0,0.00075632834,approve
0,0.99797934,decline
0,0.2152102,approve
0,0.0013019324,approve
0,0.0009880672,approve
0,0.34594858,approve
0,0.8857925,decline
0,0.69399023,approve
0,0.001959744,approve
0,0.004754866,approve
0,0.026809523,approve
0,0.2309124,approve
0,0.9720499,decline
0,0.05556005,approve
0,0.0055042705,approve
0,0.40062094,approve
0,0.06677673,approve
0,0.0059110746,approve
0,0.23608561,approve
0,0.002612296,approve
0,0.088443324,approve
0,0.08744826,approve
0,0.005525511,approve
0,0.30821997,approve
0,0.962071,decline
0,0.49279183,approve
0,0.31769326,approve
0,0.05630506,approve
0,0.99039686,decline
0,0.9498403,decline
0,0.7918384,approve
0,0.0008923332,approve
0,0.05344008,approve
0,0.35998642,approve
0,0.0015581659,approve
0,0.12367004,approve
0,0.17902741,approve
0,0.011687732,approve
0,0.0036520476,approve
0,0.021707295,approve
0,0.036032546,approve
0,0.21614061,approve
0,0.28337792,approve
0,0.014173579,approve
0,0.0057921787,approve
0,0.018925667,approve
0,0.6898226,approve
0,0.5120866,approve
0,0.00028061174,approve
0,0.23243132,approve
0,0.5279495,approve
0,0.025417231,approve
0,0.0005374592,approve
0,0.31866604,approve
0,0.04459265,approve
0,0.02675294,approve
0,0.0014068787,approve
0,0.09725452,approve
0,0.045900248,approve
0,0.4405389,approve
0,0.0018935222,approve
0,0.00817322,approve
0,0.709721,approve
0,0.81981856,decline
0,0.018857181,approve
0,0.19453856,approve
0,0.005548485,approve
0,0.003579517,approve
0,0.032180317,approve
0,0.0024666241,approve
0,0.038195387,approve
0,0.27749246,approve
0,0.5606638,approve
0,0.15671611,approve
0,0.034446586,approve
0,0.0063262596,approve
0,0.000931865,approve
0,0.57238173,approve
0,0.9440893,decline
0,0.010627784,approve
0,0.025010884,approve
0,0.0028016928,approve
0,0.6658114,approve
0,0.002574393,approve
0,0.019340184,approve
0,0.018002894,approve
0,0.0035265437,approve
0,0.91574264,decline
0,0.041933797,approve
0,0.32266355,approve
0,0.053514432,approve
0,0.08012933,approve
0,0.0006736003,approve
0,0.011245515,approve
0,0.17967533,approve
0,0.107386366,approve
0,0.020501398,approve
0,0.0032925443,approve
0,0.06128252,approve
0,0.011479268,approve
0,0.0029310123,approve
0,0.13664615,approve
0,0.84065104,decline
0,0.001145384,approve
0,0.66238815,approve
0,0.011328885,approve
0,0.029607479,approve
0,0.19342072,approve
0,0.29949608,approve
0,0.0029273066,approve
0,0.40282953,approve
0,0.0023844717,approve
0,0.44476935,approve
0,0.16681328,approve
0,0.22793466,approve
0,0.09703657,approve
0,0.07447069,approve
0,0.0022979798,approve
0,0.0053166645,approve
0,0.01665279,approve
0,0.4251281,approve
0,0.014855371,approve
0,0.49059522,approve
0,0.13832992,approve
0,0.032914687,approve
0,0.02468337,approve
0,0.76656115,approve
0,0.022530997,approve
0,0.00026869154,approve
0,0.0057410016,approve
0,0.0053878706,approve
0,0.006751161,approve
0,0.9836109,decline
0,0.17328757,approve
0,0.009667006,approve
0,0.32636607,approve
0,0.20402835,approve
0,0.0022515366,approve
0,0.017752647,approve
0,0.0670923,approve
0,0.0031703175,approve
0,0.8638476,decline
0,0.05429061,approve
0,0.0023432192,approve
0,0.0015978478,approve
0,0.007844646,approve
0,0.00249638,approve
0,0.0062685357,approve
0,0.037981085,approve
0,0.014121823,approve
0,0.093457356,approve
0,0.0031202768,approve
0,0.004155804,approve
0,0.0072054616,approve
0,0.04451295,approve
0,0.02497438,approve
0,0.002600704,approve
0,0.933305,decline
0,0.28023282,approve
0,0.0020357487,approve
0,0.003623212,approve
0,0.36534208,approve
0,0.00095409155,approve
0,0.016273506,approve
0,0.00029058222,approve
0,0.86156416,decline
0,0.13780107,approve
0,0.00071726687,approve
0,0.0019250007,approve
0,0.16427141,approve
0,0.54633456,approve
0,0.01051587,approve
0,0.009247034,approve
0,0.0018242196,approve
0,0.7432679,approve
0,0.00025867688,approve
0,0.00814705,approve
0,0.0011590498,approve
0,0.7523182,approve
0,0.34247267,approve
0,0.010694701,approve
0,0.6305686,approve
0,0.019176953,approve
0,0.0009473604,approve
0,0.005132852,approve
0,0.4559779,approve
0,0.94243604,decline
0,0.27344173,approve
0,0.012338204,approve
0,0.30173835,approve
0,0.01993373,approve
0,0.0006636645,approve
0,0.9942036,decline
0,0.010870119,approve
0,0.45663118,approve
0,0.3018594,approve
0,0.09208254,approve
0,0.036282852,approve
0,0.46293214,approve
0,0.99141157,decline
0,0.0006786065,approve
0,0.004040744,approve
0,0.075956486,approve
0,0.8685735,decline
0,0.00012890506,approve
0,0.0057735476,approve
0,0.020717906,approve
0,0.19852686,approve
0,0.042539544,approve
0,0.92887944,decline
0,0.0029307366,approve
0,0.14791854,approve
0,0.17934455,approve
0,0.0062822653,approve
0,0.16897212,approve
0,0.04238185,approve
0,0.009411718,approve
0,0.0048851413,approve
0,0.35207894,approve
0,0.2203099,approve
0,0.17269251,approve
0,0.0012574381,approve
0,0.013671637,approve
0,0.001267423,approve
0,0.7502536,approve
0,0.46158502,approve
0,0.33156338,approve
0,0.0031595163,approve
0,0.9979358,decline
0,0.0006392871,approve
0,0.226431,approve
0,0.0010175753,approve
0,0.003340896,approve
0,0.03471931,approve
0,0.11827379,approve
0,0.0044558765,approve
0,0.0066248663,approve
0,0.0006369177,approve
0,0.5560136,approve
0,0.76233363,approve
0,0.0018693472,approve
0,0.00077544095,approve
0,0.0026733545,approve
0,0.006829577,approve
0,0.0007128684,approve
0,0.073624104,approve
0,0.9573171,decline
0,0.21411651,approve
0,0.10646464,approve
0,0.30472428,approve
0,0.05882447,approve
0,0.021521391,approve
0,0.028903915,approve
0,0.99636996,decline
0,0.1367578,approve
0,0.65367734,approve
0,0.0014163589,approve
0,0.040721767,approve
0,0.0030881972,approve
0,0.9910477,decline
0,0.3429267,approve
0,0.059144557,approve
0,0.0005384671,approve
0,0.008330211,approve
0,0.041136343,approve
0,0.020988826,approve
0,0.1257352,approve
0,0.020694952,approve
0,0.05600921,approve
0,0.92735946,decline
0,0.0044522732,approve
0,0.05250477,approve
0,0.008544165,approve
0,0.017389992,approve
0,0.0011304326,approve
0,0.18867855,approve
0,0.1533919,approve
0,0.5012902,approve
0,0.7397615,approve
0,0.8965452,decline
0,0.21025065,approve
0,0.024709867,approve
0,0.23753582,approve
0,0.00013909375,approve
0,0.0068289265,approve
0,0.0014950337,approve
0,0.023519553,approve
0,0.0011576468,approve
0,0.08616771,approve
0,0.0035676602,approve
0,0.005367444,approve
0,0.0014230154,approve
0,0.022627503,approve
0,0.15956491,approve
0,0.45369616,approve
0,0.041965935,approve
0,0.5088137,approve
0,0.24461503,approve
0,0.087273784,approve
0,0.0031951533,approve
0,0.4107392,approve
0,0.00602726,approve
0,0.00065967557,approve
0,0.010472223,approve
0,0.96097773,decline
0,0.9709443,decline
0,0.03664288,approve
0,0.011435128,approve
0,0.9699962,decline
0,0.0017956918,approve
0,0.19984056,approve
0,0.0017301645,approve
0,0.010928964,approve
0,0.0019423603,approve
0,0.0594397,approve
0,0.058509793,approve
0,0.0061196485,approve
0,0.00023428141,approve
0,0.22106881,approve
0,0.010155742,approve
0,0.09151304,approve
0,0.09748232,approve
0,0.005680545,approve
0,0.002382728,approve
0,0.00033418174,approve
0,0.019498916,approve
0,0.9535332,decline
0,0.00018789772,approve
0,0.002801489,approve
0,0.12867902,approve
0,0.01177322,approve
0,0.022837209,approve
0,0.014361079,approve
0,0.00077213347,approve
0,0.019100491,approve
0,0.001059485,approve
0,0.042270012,approve
0,0.013600063,approve
0,0.31748548,approve
0,0.6481497,approve
0,0.026660994,approve
0,0.008375584,approve
0,0.14015801,approve
0,0.01294816,approve
0,0.0007981981,approve
0,0.06079395,approve
0,0.0008953873,approve
0,0.007088674,approve
0,0.002385443,approve
0,0.7437238,approve
0,0.051984325,approve
0,0.002461743,approve
0,0.9951533,decline
0,0.78696215,approve
0,0.008291304,approve
0,0.00474647,approve
0,0.5928804,approve
0,0.024775766,approve
0,0.26391613,approve
0,0.036027934,approve
0,0.00036184333,approve
0,0.00032144357,approve
0,0.0038738635,approve
0,0.0036726105,approve
0,0.07750693,approve
0,0.34349775,approve
0,0.020317897,approve
0,0.0007140988,approve
0,0.019791486,approve
0,0.0015105689,approve
0,0.004483325,approve
0,0.003530356,approve
0,0.66158426,approve
0,0.9008263,decline
0,0.00429778,approve
0,0.023514148,approve
0,0.2112667,approve
0,0.070796214,approve
0,0.06116206,approve
0,0.9890426,decline
0,0.07685569,approve
0,0.00047998465,approve
0,0.71945775,approve
0,0.33998266,approve
0,0.033227973,approve
0,0.68710095,approve
0,0.0050320197,approve
0,0.026324848,approve
0,0.0458734,approve
0,0.0045571364,approve
0,0.93966085,decline
0,0.66723835,approve
0,0.0060223625,approve
0,0.7727171,approve
0,0.18155673,approve
0,0.0062352642,approve
0,0.008532274,approve
0,0.0016737746,approve
0,0.09111888,approve
0,0.20059936,approve
0,0.08758456,approve
0,0.0726922,approve
0,0.43785024,approve
0,0.0014544887,approve
0,0.8356329,decline
0,0.00891788,approve
0,0.08008281,approve
0,0.979152,decline
0,0.14370248,approve
0,0.29706997,approve
0,0.00078805786,approve
0,0.36575925,approve
0,0.3395884,approve
0,0.0063141524,approve
0,0.0057319906,approve
0,0.7077775,approve
0,0.008416221,approve
0,0.052607108,approve
0,0.0048584733,approve
0,0.013430276,approve
0,0.004203164,approve
0,0.5257689,approve
0,0.46971577,approve
0,0.08595442,approve
0,0.0013712961,approve
0,0.0021088638,approve
0,0.00044230596,approve
0,0.0054672053,approve
0,0.011154044,approve
0,0.0022138888,approve
0,0.109225325,approve
0,0.012998711,approve
0,0.0012421381,approve
0,0.72467417,approve
0,0.004018558,approve
0,0.025904026,approve
0,0.99700767,decline
0,0.009794275,approve
0,0.18629861,approve
0,0.47837338,approve
0,0.030329697,approve
0,0.47431162,approve
0,0.004647163,approve
0,0.031596057,approve
0,0.14199701,approve
0,0.09409209,approve
0,0.028239537,approve
0,0.9660063,decline
0,0.0046341284,approve
0,0.014638914,approve
0,0.059612066,approve
0,0.05042675,approve
0,0.00017885836,approve
0,0.5030994,approve
0,0.0058895354,approve
0,0.04426125,approve
0,0.006024621,approve
0,0.25200182,approve
0,0.12217961,approve
0,0.7247318,approve
0,0.013376748,approve
0,0.01504882,approve
0,0.31500614,approve
0,0.13469052,approve
0,0.04757431,approve
0,0.042100802,approve
0,0.23944536,approve
0,0.00062627596,approve
0,0.0017072659,approve
0,0.37967452,approve
0,0.48824438,approve
0,0.89176464,decline
0,0.0074202972,approve
0,0.26314133,approve
0,0.43263748,approve
0,0.0010634298,approve
0,0.010953139,approve
0,0.24990113,approve
0,0.00038514443,approve
0,0.5398565,approve
0,0.067985244,approve
0,0.0153859155,approve
0,0.0073218495,approve
0,0.0140424,approve
0,0.0027500351,approve
0,0.11610052,approve
0,0.031351086,approve
0,0.007914259,approve
0,0.0033626487,approve
0,0.011319548,approve
0,0.020365966,approve
0,0.11374712,approve
0,0.03292803,approve
0,0.0036825517,approve
0,0.7797554,approve
0,0.014674882,approve
0,0.32194704,approve
0,0.37519053,approve
0,0.3532516,approve
0,0.004086185,approve
0,0.063987724,approve
0,0.0015330338,approve
0,0.19797781,approve
0,0.058440816,approve
0,0.49692753,approve
0,0.008593964,approve
0,0.062320214,approve
0,0.9878285,decline
0,0.009924529,approve
0,0.99590164,decline
0,0.48391038,approve
0,0.004908453,approve
0,0.08238943,approve
0,0.72806966,approve
0,0.16311523,approve
0,0.00089674024,approve
0,0.0048972517,approve
0,0.030135807,approve
0,0.99845624,decline
0,0.66193634,approve
0,0.001438627,approve
0,0.023692306,approve
0,0.11610263,approve
0,0.010517314,approve
0,0.07053785,approve
0,0.008138997,approve
0,0.0035102337,approve
0,0.98030144,decline
0,0.0043209177,approve
0,0.002435413,approve
0,0.004297196,approve
0,0.041419588,approve
0,0.0020841665,approve
0,0.962058,decline
0,0.38764855,approve
0,0.0018134734,approve
0,0.02471477,approve
0,0.19593714,approve
0,0.95103854,decline
0,0.25304595,approve
0,0.0011045976,approve
0,0.038626123,approve
0,0.27016148,approve
0,0.25367337,approve
0,0.08953204,approve
0,0.95670736,decline
0,0.9083569,decline
0,0.00037849104,approve
0,0.030714426,approve
0,0.08094114,approve
0,0.021427546,approve
0,0.5722415,approve
0,0.013648866,approve
0,0.28220436,approve
0,0.012867617,approve
0,0.021019546,approve
0,0.027089227,approve
0,0.006501488,approve
0,0.0021024304,approve
0,0.121410474,approve
0,0.15749857,approve
0,0.16189986,approve
0,0.0008917506,approve
0,0.029735638,approve
0,0.96153086,decline
0,0.0060858866,approve
0,0.59013945,approve
0,0.0264587,approve
0,0.17539166,approve
0,0.9168004,decline
0,0.03442582,approve
0,0.0049072867,approve
0,0.11153317,approve
0,0.0023535218,approve
0,0.007051318,approve
0,0.029374283,approve
0,0.021361295,approve
0,0.004093412,approve
0,0.005348646,approve
0,0.013896836,approve
0,0.04200119,approve
0,0.007935036,approve
0,0.0035362928,approve
0,0.0035669908,approve
0,0.0059423167,approve
0,0.00013943051,approve
0,0.5682703,approve
0,0.00076280657,approve
0,0.1674807,approve
0,0.0005305846,approve
0,0.06152298,approve
0,0.4919851,approve
0,0.57318026,approve
0,0.6612707,approve
0,0.076152466,approve
0,0.9759135,decline
0,0.38141212,approve
0,0.99397707,decline
0,0.97798115,decline
0,0.5188293,approve
0,0.025822215,approve
0,0.05694096,approve
0,0.6415685,approve
0,0.018073913,approve
0,0.0042106146,approve
0,0.81379676,decline
0,0.8551388,decline
0,0.01351224,approve
0,0.013676203,approve
0,0.44904932,approve
0,0.1399229,approve
0,0.011476032,approve
0,0.6290129,approve
0,0.0014814714,approve
0,0.00089771434,approve
0,0.012717702,approve
0,0.036476877,approve
0,0.044867385,approve
0,0.015909333,approve
0,0.21194242,approve
0,0.020556152,approve
0,0.003460469,approve
0,0.15439196,approve
0,0.019731332,approve
0,0.00063534896,approve
0,0.06363609,approve
0,0.98161894,decline
0,0.22711065,approve
0,0.85979843,decline
0,0.056064893,approve
0,0.011116597,approve
0,0.04007207,approve
0,0.008483057,approve
0,0.4342246,approve
0,0.009925518,approve
0,0.017538348,approve
0,0.014707082,approve
0,0.58851796,approve
0,0.0032285876,approve
0,0.0028294108,approve
0,0.0016166815,approve
0,0.09107111,approve
0,0.027395075,approve
0,0.010204579,approve
0,0.587248,approve
0,0.0015993165,approve
0,0.99687994,decline
0,0.19085142,approve
0,0.00046087994,approve
0,0.0063989414,approve
0,0.07346615,approve
0,0.86309475,decline
0,0.0346193,approve
0,0.04078595,approve
0,0.00046295914,approve
0,0.00904798,approve
0,0.023934005,approve
0,0.0010229825,approve
0,0.022530828,approve
0,0.36870742,approve
0,0.09694982,approve
0,0.0007940908,approve
0,0.0012904444,approve
0,0.0038333884,approve
0,0.0049022855,approve
0,0.9788385,decline
0,0.004365274,approve
0,0.8806503,decline
0,0.028537007,approve
0,0.001782854,approve
0,0.06004557,approve
0,0.08157116,approve
0,0.20451565,approve
0,0.0037329313,approve
0,0.011271386,approve
0,0.018058235,approve
0,0.33554748,approve
0,0.034120843,approve
0,0.17204157,approve
0,0.7214271,approve
0,0.00034803225,approve
0,0.0959791,approve
0,0.52594703,approve
0,0.092193164,approve
0,0.0029956303,approve
0,0.30235732,approve
0,0.0042216433,approve
0,0.0031620553,approve
0,0.9950637,decline
0,0.9377352,decline
0,0.0017235612,approve
0,0.007360967,approve
0,0.12163666,approve
0,0.1120293,approve
0,0.0008355567,approve
0,0.00033008255,approve
0,0.057347827,approve
0,0.75612724,approve
0,0.035966296,approve
0,0.0015532234,approve
0,0.3330507,approve
0,0.024561644,approve
0,0.40157104,approve
0,0.013663774,approve
0,0.9860023,decline
0,0.93150574,decline
0,0.21033202,approve
0,0.0005252248,approve
0,0.066748016,approve
0,0.16813928,approve
0,0.0020458915,approve
0,0.0034532053,approve
0,0.048706964,approve
0,0.63676494,approve
0,0.0013675641,approve
0,0.00104089,approve
0,0.0638214,approve
0,0.0019849883,approve
0,0.010956379,approve
0,0.42549092,approve
0,0.3578066,approve
0,0.86060464,decline
0,0.0013377074,approve
0,0.07739291,approve
0,0.007823384,approve
0,0.004280541,approve
0,0.0021586458,approve
0,0.07134541,approve
0,0.15445313,approve
0,0.013926528,approve
0,0.08649967,approve
0,0.045064233,approve
0,0.25164196,approve
0,0.0008960894,approve
0,0.9895235,decline
0,0.8135468,decline
0,0.00052338315,approve
0,0.009498674,approve
0,0.023541547,approve
0,0.0005776327,approve
0,0.025712572,approve
0,0.5028958,approve
0,0.6069156,approve
0,0.09987911,approve
0,0.016045,approve
0,0.007688954,approve
0,0.0011690876,approve
0,0.13088107,approve
0,0.03885992,approve
0,0.0007620401,approve
0,0.8425254,decline
0,0.013327518,approve
0,0.0067395004,approve
